,Image.ID,Image.File.Name,File.Suffix,Folder.Name,Camera.ID,Deployment.ID,Date,Time,Work.Days,Number.of.Individuals,Independent.Detections,Comment,Class,Species_ID,Scientific_Name,Sex
6037,L-XHG15-R12A-0200,IMAG0200,JPG,L-XHG15-R12A,0R12,L-XHG15-R12A,7/17/2015,11:23,34,1,1,收回相机,Camera Trapper,,,
6038,L-XHG15-R12A-0201,IMAG0202,JPG,L-XHG15-R12A,0R12,L-XHG15-R12A,7/17/2015,11:23,34,1,,,Camera Trapper,,,
6039,L-XHG15-R12A-0202,IMAG0201,JPG,L-XHG15-R12A,0R12,L-XHG15-R12A,7/17/2015,11:23,34,1,,,Camera Trapper,,,
6040,L-XHG15-R12A-0203,IMAG0203,AVI,L-XHG15-R12A,0R12,L-XHG15-R12A,7/17/2015,11:23,34,1,,,Camera Trapper,,,
6041,L-XHG15-R12B-0001,IMAG0001,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/15/2015,9:49,1,,,布设相机,Camera Trapper,,,
6042,L-XHG15-R12B-0002,IMAG0002,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/15/2015,9:49,1,,,,Camera Trapper,,,
6043,L-XHG15-R12B-0003,IMAG0003,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/15/2015,9:49,1,,,,Camera Trapper,,,
6044,L-XHG15-R12B-0004,IMAG0004,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/15/2015,9:50,1,,,,Camera Trapper,,,
6045,L-XHG15-R12B-0005,IMAG0005,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/15/2015,9:50,1,,,,Camera Trapper,,,
6046,L-XHG15-R12B-0006,IMAG0006,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/15/2015,9:50,1,,,,Camera Trapper,,,
6047,L-XHG15-R12B-0007,IMAG0007,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/15/2015,9:50,1,,,,Camera Trapper,,,
6048,L-XHG15-R12B-0008,IMAG0008,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/15/2015,9:50,1,,,,Camera Trapper,,,
6049,L-XHG15-R12B-0009,IMAG0009,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/15/2015,9:55,1,,,,No Animal,,,
6050,L-XHG15-R12B-0010,IMAG0010,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/15/2015,9:55,1,,,,No Animal,,,
6051,L-XHG15-R12B-0011,IMAG0011,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/15/2015,9:55,1,,,,No Animal,,,
6052,L-XHG15-R12B-0012,IMAG0012,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/15/2015,9:55,1,,,,No Animal,,,
6053,L-XHG15-R12B-0013,IMAG0029,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,11:49,2,,,,No Animal,,,
6054,L-XHG15-R12B-0014,IMAG0030,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,11:49,2,,,,No Animal,,,
6055,L-XHG15-R12B-0015,IMAG0031,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,11:49,2,,,,No Animal,,,
6056,L-XHG15-R12B-0016,IMAG0032,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,11:50,2,,,,No Animal,,,
6057,L-XHG15-R12B-0017,IMAG0033,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,11:52,2,,,,No Animal,,,
6058,L-XHG15-R12B-0018,IMAG0034,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,11:52,2,,,,No Animal,,,
6059,L-XHG15-R12B-0019,IMAG0035,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,11:52,2,,,,No Animal,,,
6060,L-XHG15-R12B-0020,IMAG0036,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,11:52,2,,,,No Animal,,,
6061,L-XHG15-R12B-0021,IMAG0037,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,11:52,2,,,,No Animal,,,
6062,L-XHG15-R12B-0022,IMAG0038,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,11:52,2,,,,No Animal,,,
6063,L-XHG15-R12B-0023,IMAG0039,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,11:52,2,,,,No Animal,,,
6064,L-XHG15-R12B-0024,IMAG0040,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,11:53,2,,,,No Animal,,,
6065,L-XHG15-R12B-0025,IMAG0041,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,17:38,2,,,,No Animal,,,
6066,L-XHG15-R12B-0026,IMAG0042,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,17:38,2,,,,No Animal,,,
6067,L-XHG15-R12B-0027,IMAG0043,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,17:38,2,,,,No Animal,,,
6068,L-XHG15-R12B-0028,IMAG0044,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/16/2015,17:39,2,,,,No Animal,,,
6069,L-XHG15-R12B-0029,IMAG0045,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/17/2015,13:29,3,,,,No Animal,,,
6070,L-XHG15-R12B-0030,IMAG0046,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/17/2015,13:29,3,,,,No Animal,,,
6071,L-XHG15-R12B-0031,IMAG0047,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/17/2015,13:29,3,,,,No Animal,,,
6072,L-XHG15-R12B-0032,IMAG0048,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/17/2015,13:30,3,,,,No Animal,,,
6073,L-XHG15-R12B-0033,IMAG0049,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/17/2015,14:00,3,,,,No Animal,,,
6074,L-XHG15-R12B-0034,IMAG0050,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/17/2015,14:00,3,,,,No Animal,,,
6075,L-XHG15-R12B-0035,IMAG0051,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/17/2015,14:00,3,,,,No Animal,,,
6076,L-XHG15-R12B-0036,IMAG0052,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/17/2015,14:01,3,,,,No Animal,,,
6077,L-XHG15-R12B-0037,IMAG0053,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,0:53,4,,,,No Animal,,,
6078,L-XHG15-R12B-0038,IMAG0054,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,0:53,4,,,,No Animal,,,
6079,L-XHG15-R12B-0039,IMAG0055,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,0:53,4,,,,No Animal,,,
6080,L-XHG15-R12B-0040,IMAG0056,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,0:53,4,,,,No Animal,,,
6081,L-XHG15-R12B-0041,IMAG0057,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,3:27,4,,,,No Animal,,,
6082,L-XHG15-R12B-0042,IMAG0058,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,3:27,4,,,,No Animal,,,
6083,L-XHG15-R12B-0043,IMAG0059,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,3:27,4,,,,No Animal,,,
6084,L-XHG15-R12B-0044,IMAG0060,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,3:27,4,,,,No Animal,,,
6085,L-XHG15-R12B-0045,IMAG0101,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,16:18,4,1,1,,Mammals,Moupin Pika,Ochotona thibetana,
6086,L-XHG15-R12B-0046,IMAG0102,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,16:18,4,1,,,Mammals,Moupin Pika,Ochotona thibetana,
6087,L-XHG15-R12B-0047,IMAG0103,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,16:18,4,1,,,Mammals,Moupin Pika,Ochotona thibetana,
6088,L-XHG15-R12B-0048,IMAG0104,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,16:19,4,1,,,Mammals,Moupin Pika,Ochotona thibetana,
6089,L-XHG15-R12B-0049,IMAG0105,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,17:17,4,,,,No Animal,,,
6090,L-XHG15-R12B-0050,IMAG0106,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,17:17,4,,,,No Animal,,,
6091,L-XHG15-R12B-0051,IMAG0107,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,17:17,4,,,,No Animal,,,
6092,L-XHG15-R12B-0052,IMAG0108,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,17:18,4,,,,No Animal,,,
6093,L-XHG15-R12B-0053,IMAG0109,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,18:46,4,,,,No Animal,,,
6094,L-XHG15-R12B-0054,IMAG0110,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,18:46,4,,,,No Animal,,,
6095,L-XHG15-R12B-0055,IMAG0111,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,18:46,4,,,,No Animal,,,
6096,L-XHG15-R12B-0056,IMAG0112,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/18/2015,18:46,4,,,,No Animal,,,
6097,L-XHG15-R12B-0057,IMAG0113,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,2:33,5,,,,No Animal,,,
6098,L-XHG15-R12B-0058,IMAG0114,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,2:33,5,,,,No Animal,,,
6099,L-XHG15-R12B-0059,IMAG0115,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,2:33,5,,,,No Animal,,,
6100,L-XHG15-R12B-0060,IMAG0116,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,2:33,5,,,,No Animal,,,
6101,L-XHG15-R12B-0061,IMAG0117,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,8:25,5,,,,No Animal,,,
6102,L-XHG15-R12B-0062,IMAG0118,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,8:25,5,,,,No Animal,,,
6103,L-XHG15-R12B-0063,IMAG0119,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,8:25,5,,,,No Animal,,,
6104,L-XHG15-R12B-0064,IMAG0120,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,8:26,5,,,,No Animal,,,
6105,L-XHG15-R12B-0065,IMAG0121,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,9:23,5,,,,No Animal,,,
6106,L-XHG15-R12B-0066,IMAG0122,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,9:23,5,,,,No Animal,,,
6107,L-XHG15-R12B-0067,IMAG0123,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,9:23,5,,,,No Animal,,,
6108,L-XHG15-R12B-0068,IMAG0124,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,9:24,5,,,,No Animal,,,
6109,L-XHG15-R12B-0069,IMAG0125,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,13:43,5,,,,No Animal,,,
6110,L-XHG15-R12B-0070,IMAG0126,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,13:43,5,,,,No Animal,,,
6111,L-XHG15-R12B-0071,IMAG0127,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,13:43,5,,,,No Animal,,,
6112,L-XHG15-R12B-0072,IMAG0128,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/19/2015,13:44,5,,,,No Animal,,,
6113,L-XHG15-R12B-0073,IMAG0129,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/20/2015,0:37,6,,,,No Animal,,,
6114,L-XHG15-R12B-0074,IMAG0130,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/20/2015,0:37,6,,,,No Animal,,,
6115,L-XHG15-R12B-0075,IMAG0131,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/20/2015,0:37,6,,,,No Animal,,,
6116,L-XHG15-R12B-0076,IMAG0132,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/20/2015,0:38,6,,,,No Animal,,,
6117,L-XHG15-R12B-0077,IMAG0133,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,1:12,7,,,,No Animal,,,
6118,L-XHG15-R12B-0078,IMAG0134,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,1:12,7,,,,No Animal,,,
6119,L-XHG15-R12B-0079,IMAG0135,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,1:12,7,,,,No Animal,,,
6120,L-XHG15-R12B-0080,IMAG0136,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,1:13,7,,,,No Animal,,,
6121,L-XHG15-R12B-0081,IMAG0137,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,3:02,7,,,,No Animal,,,
6122,L-XHG15-R12B-0082,IMAG0138,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,3:02,7,,,,No Animal,,,
6123,L-XHG15-R12B-0083,IMAG0139,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,3:02,7,,,,No Animal,,,
6124,L-XHG15-R12B-0084,IMAG0140,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,3:03,7,,,,No Animal,,,
6125,L-XHG15-R12B-0085,IMAG0141,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,10:11,7,,,,No Animal,,,
6126,L-XHG15-R12B-0086,IMAG0142,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,10:11,7,,,,No Animal,,,
6127,L-XHG15-R12B-0087,IMAG0143,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,10:11,7,,,,No Animal,,,
6128,L-XHG15-R12B-0088,IMAG0144,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,10:12,7,,,,No Animal,,,
6129,L-XHG15-R12B-0089,IMAG0385,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,15:26,7,1,1,,Birds,Elliot's Laughingthrush,Trochalopteron elliotii,
6130,L-XHG15-R12B-0090,IMAG0386,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,15:26,7,1,,,Birds,Elliot's Laughingthrush,Trochalopteron elliotii,
6131,L-XHG15-R12B-0091,IMAG0387,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,15:26,7,1,,,Birds,Elliot's Laughingthrush,Trochalopteron elliotii,
6132,L-XHG15-R12B-0092,IMAG0388,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,15:27,7,1,,,Birds,Elliot's Laughingthrush,Trochalopteron elliotii,
6133,L-XHG15-R12B-0093,IMAG0389,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,18:41,7,1,1,,Mammals,Hog Badger,Arctonyx collaris,
6134,L-XHG15-R12B-0094,IMAG0390,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,18:41,7,1,,,Mammals,Hog Badger,Arctonyx collaris,
6135,L-XHG15-R12B-0095,IMAG0391,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,18:41,7,1,,,Mammals,Hog Badger,Arctonyx collaris,
6136,L-XHG15-R12B-0096,IMAG0392,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/21/2015,18:42,7,1,,,Mammals,Hog Badger,Arctonyx collaris,
6137,L-XHG15-R12B-0097,IMAG0393,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,4:19,8,,,,No Animal,,,
6138,L-XHG15-R12B-0098,IMAG0394,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,4:19,8,,,,No Animal,,,
6139,L-XHG15-R12B-0099,IMAG0395,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,4:19,8,,,,No Animal,,,
6140,L-XHG15-R12B-0100,IMAG0396,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,4:19,8,,,,No Animal,,,
6141,L-XHG15-R12B-0101,IMAG0397,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,11:04,8,1,1,,Birds,Wren,Troglodytes troglodytes,
6142,L-XHG15-R12B-0102,IMAG0398,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,11:04,8,1,,,Birds,Wren,Troglodytes troglodytes,
6143,L-XHG15-R12B-0103,IMAG0399,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,11:04,8,,,,No Animal,,,
6144,L-XHG15-R12B-0104,IMAG0400,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,11:04,8,1,,,Birds,Wren,Troglodytes troglodytes,
6145,L-XHG15-R12B-0105,IMAG0401,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,11:05,8,,,,No Animal,,,
6146,L-XHG15-R12B-0106,IMAG0402,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,11:05,8,,,,No Animal,,,
6147,L-XHG15-R12B-0107,IMAG0403,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,11:05,8,,,,No Animal,,,
6148,L-XHG15-R12B-0108,IMAG0404,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,11:05,8,2,,,Birds,Wren,Troglodytes troglodytes,
6149,L-XHG15-R12B-0109,IMAG0405,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,23:27,8,,,,No Animal,,,
6150,L-XHG15-R12B-0110,IMAG0406,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,23:27,8,,,,No Animal,,,
6151,L-XHG15-R12B-0111,IMAG0407,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,23:27,8,,,,No Animal,,,
6152,L-XHG15-R12B-0112,IMAG0408,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,23:27,8,,,,No Animal,,,
6153,L-XHG15-R12B-0113,IMAG0409,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,23:29,8,,,,No Animal,,,
6154,L-XHG15-R12B-0114,IMAG0410,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,23:29,8,,,,No Animal,,,
6155,L-XHG15-R12B-0115,IMAG0411,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,23:29,8,,,,No Animal,,,
6156,L-XHG15-R12B-0116,IMAG0412,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/22/2015,23:29,8,,,,No Animal,,,
6157,L-XHG15-R12B-0117,IMAG0413,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,5:25,9,,,,No Animal,,,
6158,L-XHG15-R12B-0118,IMAG0414,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,5:25,9,,,,No Animal,,,
6159,L-XHG15-R12B-0119,IMAG0415,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,5:25,9,,,,No Animal,,,
6160,L-XHG15-R12B-0120,IMAG0416,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,5:26,9,,,,No Animal,,,
6161,L-XHG15-R12B-0121,IMAG0417,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,5:26,9,,,,No Animal,,,
6162,L-XHG15-R12B-0122,IMAG0418,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,5:26,9,,,,No Animal,,,
6163,L-XHG15-R12B-0123,IMAG0419,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,5:26,9,,,,No Animal,,,
6164,L-XHG15-R12B-0124,IMAG0420,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,5:27,9,,,,No Animal,,,
6165,L-XHG15-R12B-0125,IMAG0421,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,5:27,9,,,,No Animal,,,
6166,L-XHG15-R12B-0126,IMAG0422,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,5:27,9,,,,No Animal,,,
6167,L-XHG15-R12B-0127,IMAG0423,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,5:27,9,,,,No Animal,,,
6168,L-XHG15-R12B-0128,IMAG0424,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,5:28,9,,,,No Animal,,,
6169,L-XHG15-R12B-0129,IMAG0425,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,9:00,9,,,,No Animal,,,
6170,L-XHG15-R12B-0130,IMAG0426,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,9:00,9,,,,No Animal,,,
6171,L-XHG15-R12B-0131,IMAG0427,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,9:00,9,,,,No Animal,,,
6172,L-XHG15-R12B-0132,IMAG0428,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,9:00,9,,,,No Animal,,,
6173,L-XHG15-R12B-0133,IMAG0429,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,12:18,9,1,1,,Birds,Wren,Troglodytes troglodytes,
6174,L-XHG15-R12B-0134,IMAG0430,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,12:18,9,1,,,Birds,Wren,Troglodytes troglodytes,
6175,L-XHG15-R12B-0135,IMAG0431,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,12:18,9,1,,,Birds,Wren,Troglodytes troglodytes,
6176,L-XHG15-R12B-0136,IMAG0432,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,12:19,9,1,,,Birds,Wren,Troglodytes troglodytes,
6177,L-XHG15-R12B-0137,IMAG0433,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,12:26,9,1,,,Birds,Wren,Troglodytes troglodytes,
6178,L-XHG15-R12B-0138,IMAG0434,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,12:26,9,,,,No Animal,,,
6179,L-XHG15-R12B-0139,IMAG0435,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,12:26,9,,,,No Animal,,,
6180,L-XHG15-R12B-0140,IMAG0436,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,12:26,9,,,,No Animal,,,
6181,L-XHG15-R12B-0141,IMAG0437,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,16:54,9,1,1,,Birds,Wren,Troglodytes troglodytes,
6182,L-XHG15-R12B-0142,IMAG0438,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,16:54,9,,,,No Animal,,,
6183,L-XHG15-R12B-0143,IMAG0439,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,16:54,9,,,,No Animal,,,
6184,L-XHG15-R12B-0144,IMAG0440,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,16:54,9,,,,No Animal,,,
6185,L-XHG15-R12B-0145,IMAG0441,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,20:36,9,,,,No Animal,,,
6186,L-XHG15-R12B-0146,IMAG0442,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,20:36,9,,,,No Animal,,,
6187,L-XHG15-R12B-0147,IMAG0443,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,20:36,9,,,,No Animal,,,
6188,L-XHG15-R12B-0148,IMAG0444,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/23/2015,20:36,9,,,,No Animal,,,
6189,L-XHG15-R12B-0149,IMAG0445,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,3:32,10,1,1,,Mammals,Moupin Pika,Ochotona thibetana,
6190,L-XHG15-R12B-0150,IMAG0446,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,3:32,10,1,,,Mammals,Moupin Pika,Ochotona thibetana,
6191,L-XHG15-R12B-0151,IMAG0447,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,3:32,10,,,,No Animal,,,
6192,L-XHG15-R12B-0152,IMAG0448,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,3:32,10,,,,No Animal,,,
6193,L-XHG15-R12B-0153,IMAG0449,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,3:48,10,1,,,Mammals,Moupin Pika,Ochotona thibetana,
6194,L-XHG15-R12B-0154,IMAG0450,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,3:48,10,1,,,Mammals,Moupin Pika,Ochotona thibetana,
6195,L-XHG15-R12B-0155,IMAG0451,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,3:48,10,1,,,Mammals,Moupin Pika,Ochotona thibetana,
6196,L-XHG15-R12B-0156,IMAG0452,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,3:49,10,1,,,Mammals,Moupin Pika,Ochotona thibetana,
6197,L-XHG15-R12B-0157,IMAG0453,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,7:00,10,1,1,可能是,Birds,Vinaceous Rosefinch,Carpodacus vinaceus,Female
6198,L-XHG15-R12B-0158,IMAG0454,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,7:00,10,1,,,Birds,Vinaceous Rosefinch,Carpodacus vinaceus,Female
6199,L-XHG15-R12B-0159,IMAG0455,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,7:00,10,1,,,Birds,Vinaceous Rosefinch,Carpodacus vinaceus,Female
6200,L-XHG15-R12B-0160,IMAG0456,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,7:00,10,1,,,Birds,Vinaceous Rosefinch,Carpodacus vinaceus,Female
6201,L-XHG15-R12B-0161,IMAG0457,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,7:02,10,1,,,Birds,Vinaceous Rosefinch,Carpodacus vinaceus,Female
6202,L-XHG15-R12B-0162,IMAG0458,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,7:02,10,1,,,Birds,Vinaceous Rosefinch,Carpodacus vinaceus,Female
6203,L-XHG15-R12B-0163,IMAG0459,JPG,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,7:02,10,1,,,Birds,Vinaceous Rosefinch,Carpodacus vinaceus,Female
6204,L-XHG15-R12B-0164,IMAG0460,AVI,L-XHG15-R12B,R12B,L-XHG15-R12B,6/24/2015,7:03,10,1,,,Birds,Vinaceous Rosefinch,Carpodacus vinaceus,Female
