Deployment Name,Other Treatment,Other Treatment Description,Users,Groups Audience,Feature,Feature Description,Bait,Bait Description,Proposed Latitude,Proposed Longitude,Proposed Date Out,Proposed Retrieval Date,Image Resolution Setting,Quiet Period Setting,Sensitivity Setting,Subproject Node ID,Group Content Visibility,Status
L-WWL15-AD39B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AE37A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AP21A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AP21B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AR30A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AR30B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AR30C,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-K53A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL08-2183A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL08-2183C,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL08-2249A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL14-F44A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AD38A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AG26A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AG26B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AI26A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AJ32A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AJ32B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AK30A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AL30A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AL31C,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AL31D,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AL31E,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AL32A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AM31A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AM31B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AM32A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AM32B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AM32D,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AN27A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AN47A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AO47A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AO47B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-AO47C,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-J45A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-J56A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-K53B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-K54A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-K55A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-L48A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-L48B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-L54A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-P55A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-Q53B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-Q53C,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-Q55A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-R53A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-R56A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-R56C,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-U42A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-V42A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-W41A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-W42A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-X41A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-X41B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-Y39A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-Y42A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL15-Z42B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AP21C,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AQ21A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AQ32A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AR22A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AR32A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AS20A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AS21A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AS22A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AT20A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AT21A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AU20A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AU21A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AV20A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AV21A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AV22A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-AW21A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-O53A,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-P54B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-P55B,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
L-WWL16-P55C,,,staff,"Giant Panda Wildlife Survey in Wolong, Sichuan","Trail, game",,Scent,Carman's Magna Lure,,,,,,,high,36881,,
